url,title,year,month,film,season,platform,comment,
january-2024-new-gay-streaming,What’s New and Gay To Stream in January 2024,2024,1,Good Trouble,5,Freeform/Hulu,"It’s time for the final episodes of this spinoff of lesbian Mom TV show The Fosters, which has become a queer powerhouse in its own right.",
january-2024-new-gay-streaming,What’s New and Gay To Stream in January 2024,2024,1,All Fun and Games,,Hulu,"A critically panned thriller about a group of teens in Salem who find a cursed knife from the 17th century that turns children’s games into horrorshows. Laurel Marsden is Sophie, a lesbian on her way to Smith College and the best friend of Billie, one of two protagonists.",
january-2024-new-gay-streaming,What’s New and Gay To Stream in January 2024,2024,1,Echo,1,Disney+ and Hulu,"The latest hotly anticipated Marvel series is, let’s face it, unlikely to have any queer women characters — but the show is still worth noting for everything else it’s got going on. Indigenous actor plays deaf Cheyenne hero Echo (aka Maya Lopez), queer indigenous actor Devery Jacobs and Jacobs’ Reservation Dogs co-star, Zahn McClarnon.",
january-2024-new-gay-streaming,What’s New and Gay To Stream in January 2024,2024,1,Death and Other Details,1,Hulu,"Centered on the “brilliant and restless” Imogene Scott, “Death and Other Details” is a locked room murder mystery set on a lavishly restored Mediterranean Ocean liner, where every guest and every crew member is a suspect. Imogene must team up with her nemesis, Rufus (Mandy Patinkin), “world’s greatest detective” to solve this little crime. Non-binary actor Karoline plays a “very rich lesbian heiress.” Queer actor Lauren Patten also stars.",
january-2024-new-gay-streaming,What’s New and Gay To Stream in January 2024,2024,1,Ted,1,Peacock,"This television series set in the ’90s is apparently the prequel to the apparently very popular film Ted, about a dude who’s best friend is a teddy bear who came to life voiced by Seth McFarlane. Max Burkholder is John Bennett (the dude with the best friend) and Giorgia Whigham plays his cousin Blair. And yes there is a storyline that is relevant to your lesbian interests!",
january-2024-new-gay-streaming,What’s New and Gay To Stream in January 2024,2024,1,The Traitors,2,Peacock,"The second season of this incredibly popular reality television competition show hosted by queer icon Alan Cumming has a cast chock-full of reality veterans, including the newly-out Survivor winner Parvati Shallow!",
january-2024-new-gay-streaming,What’s New and Gay To Stream in January 2024,2024,1,The Changemakers,0,Paramount+,"This eight-part documentary series “follows an A-team of impassioned campaigners as they discover the work of several remarkable activists and their respective communities around the world.” Amongst them are Black, queer, feminist migrant Trinice McNally, known for her work around inclusive college campuses.",
january-2024-new-gay-streaming,What’s New and Gay To Stream in January 2024,2024,1,Basic Instinct,,Paramount+,"Famous for its truly appalling bisexual stereotypes, Sharon Stone stars as a depraved bisexual murderer in this ’90s thriller.",
january-2024-new-gay-streaming,What’s New and Gay To Stream in January 2024,2024,1,Chasing Amy,,Paramount+,"A film that hits different now than it did back then, Chasing Amy is Kevin Smith’s film about a straight male cartoonist who falls in love with his lesbian pal, Alyssa (a character inspired by Smith’s friend, Guinevere Turner.)",
january-2024-new-gay-streaming,What’s New and Gay To Stream in January 2024,2024,1,The Girl With the Dragon Tattoo (2011),,Paramount+,"Bisexual hacker Lisbeth Salander (Rooney Mara) helps Journalist Mikael Blomkvist track down a woman who’s been missing for 40 years! This celebrated film is chock-full of trauma, dark mysteries and cold landscapes. It’s possible that Ronney Mara made you gay when you first saw this film, or perhaps you were already gay after seeing Noomi Rapace play Lisbeth in the Swedish film that came out in 2009.",
january-2024-new-gay-streaming,What’s New and Gay To Stream in January 2024,2024,1,Chloe,,Paramount+,"This erotic thriller finds Julianne Moore hiring a sex worker played by Amanda Seyfried to test her husband’s fidelity but then stuff happens between Julianne Moore and Amanda Seyfried, obviously.",
january-2024-new-gay-streaming,What’s New and Gay To Stream in January 2024,2024,1,SkyMed,2,Paramount+,"All nine episodes of this series that “follows the personal journeys and jaw-dropping medical rescues of young medics and pilots who fly air ambulances across Northern Canada” drop January 11th, and the preview is teasing a romance between Lexi (Mercedes Morris) and new character Stef (Sydney Kuhne)",
january-2024-new-gay-streaming,What’s New and Gay To Stream in January 2024,2024,1,Hightown,3,Starz,"The final season of this drama series led by queer actor Monica Raymund will see her character, Massachusetts State Trooper Jackie Quiñones, unemployed after falling off the wagon — but her lack of official authoriy won’t stop her from trying to help save “the most often ignored and forgotten victims in Cape Cod, sex workers.”",
january-2025-whats-new-gay-and-streaming-on-netflix-max-prime-video-peacock-and-apple-tv,"January 2025: What’s New, Gay and Streaming on Netflix, Max, Prime Video, Peacock and Apple TV",2025,1,Missing You,0,Netflix,"Trans actress Mary Malone plays “Aqua” in the latest Harlan Coben adaptation. Detective Kat Donovan’s (Rosalid Eleazar, who played queer sex worker Violet in Harlots) boyfriend disappeared eleven years ago. When he pops up on a dating app, her world goes wild all over again — her father’s murder and a current rash of disappearances twisted up with all of it. Aqua, a trans character played by trans actress Mary Malone, is one of Kat’s two best friends, and a close friend of her ex Josh.",
january-2025-whats-new-gay-and-streaming-on-netflix-max-prime-video-peacock-and-apple-tv,"January 2025: What’s New, Gay and Streaming on Netflix, Max, Prime Video, Peacock and Apple TV",2025,1,Younger,7,Netflix,Darren Star’s Younger was a delightful little Darren Star series that we covered pretty thoroughly when it aired. It stars Sutton Foster as a 40-something who pretends to be a twentysomething to get a publishing job working for Hillary Duff’s character. Debi Mazar as the lesbian best friend.,
january-2025-whats-new-gay-and-streaming-on-netflix-max-prime-video-peacock-and-apple-tv,"January 2025: What’s New, Gay and Streaming on Netflix, Max, Prime Video, Peacock and Apple TV",2025,1,XO Kitty,2,Netflix,"One of the most delightfully surprising queer shows of 2023 found its protagonist realizing she doesn’t just have feelings for her former long-distance boyfriend Dae or boarding school playboy Min Ho but also for her dear friend Yuri, who already has a girlfriend. In Season 2 Kitty returns to KISS for new adventures — hoping to learn more about her late Mom but also to explore her bisexuality and date girls. Sasha Bhasin joins the cast as one of those girls, Praveena.",
january-2025-whats-new-gay-and-streaming-on-netflix-max-prime-video-peacock-and-apple-tv,"January 2025: What’s New, Gay and Streaming on Netflix, Max, Prime Video, Peacock and Apple TV",2025,1,Liza Treyger: Night Owl,,Netflix,"The stand-up special from bisexual comic Liza Treyger will include topics like “her friends who are parents, hating other people’s husbands, and lying to herself about how high she really is.”",
january-2025-whats-new-gay-and-streaming-on-netflix-max-prime-video-peacock-and-apple-tv,"January 2025: What’s New, Gay and Streaming on Netflix, Max, Prime Video, Peacock and Apple TV",2025,1,The Traitors,3,Peacock,"Bicon Alan Cummings’ reality competition show pits reality stars against each other in an “ultimate murder mystery game” where traitors are hidden amongst contestants and everyone else must sniff them out to take home the prize money. Contestants for season three include queers like Bob The Drag Queen, Selling Sunset‘s Chrishell Stause and The Bachelorette‘s Gabby Windey.",
january-2025-whats-new-gay-and-streaming-on-netflix-max-prime-video-peacock-and-apple-tv,"January 2025: What’s New, Gay and Streaming on Netflix, Max, Prime Video, Peacock and Apple TV",2025,1,SNL50: Beyond Saturday Night,0,Peacock,"This four-party project will feature 60+ contributors and alumni from Oscar-winner Morgan Neville, looking at SNL’s legacy — its iconic sketches, auditions, writers room, etc. There have been gay people in this program so I anticipate seeing some of ’em in this series!",
january-2025-whats-new-gay-and-streaming-on-netflix-max-prime-video-peacock-and-apple-tv,"January 2025: What’s New, Gay and Streaming on Netflix, Max, Prime Video, Peacock and Apple TV",2025,1,Reframed: Next Gen Narratives,1,Max/HBO TV,"There’s not a ton of info out there about this but what is out there looks amazing and super super queer! Six filmmakers take on classic movies with a contemporary lens: A Star is Born, Jack and the Beanstalk, Calamity Jane, The Adventures of Robin Hood, The Prince and the Pauper, and Rebel Without a Cause.",
january-2025-whats-new-gay-and-streaming-on-netflix-max-prime-video-peacock-and-apple-tv,"January 2025: What’s New, Gay and Streaming on Netflix, Max, Prime Video, Peacock and Apple TV",2025,1,Harley Quinn,5,Max/HBO TV,"The DC universe will open up in its fifth season, finding our beloved couple Harley and Ivy ditching Gotham for Metropolis — the home of Lois Lane, Superman and Lex Luther. But of course, they soon discover something chaotic and sinister is going on in their new home and they might be forced to save the city themselves.",
january-2025-whats-new-gay-and-streaming-on-netflix-max-prime-video-peacock-and-apple-tv,"January 2025: What’s New, Gay and Streaming on Netflix, Max, Prime Video, Peacock and Apple TV",2025,1,The Rig,2,Prime Video,"The creator of The Rig hopes Season 2 effectively strikes a balance between “entertaining drama” and “tackling existential debates around climate change.” Season 2 takes the precinct to an Arctic glacier, where the trapped crew must deal with the emotional and physical fallout from the devastating tsunami that destroyed the Bravo. The show continues to star queer actor Emily Hampshire and feature “brash butch medic” character Cat (Rochenda Sandall).",
january-2025-whats-new-gay-and-streaming-on-netflix-max-prime-video-peacock-and-apple-tv,"January 2025: What’s New, Gay and Streaming on Netflix, Max, Prime Video, Peacock and Apple TV",2025,1,Harlem,3,Prime Video,"Season three promises the core four women of Harlem will be “on the precipice of change like never before.” Gail Bean is joining the case as Eva, a “driven, yet playful, venture capitalist” who’s started working with our beloved lesbian character, Tye. Also extremely exciting — Robin Givens will be playing her “no-nonsense” mother, Jacqueline. Sai loved Season Two so we are all very excited for this!",
january-2025-whats-new-gay-and-streaming-on-netflix-max-prime-video-peacock-and-apple-tv,"January 2025: What’s New, Gay and Streaming on Netflix, Max, Prime Video, Peacock and Apple TV",2025,1,Mythic Quest ,4,Apple TV+,"In the long-anticipated and critically acclaimed series’s fourth season, the reunited team at Mythic Quest will “confront new challenges amongst a changing video game landscape as stars rise, egos clash, relationships bloom and everyone tries to have a little more work work life balance.” The queer storylines on Mythic Quest have historically been beloved by our community.",
january-2026-whats-new-gay-and-streaming-on-netflix-hulu-peacock-bet-and-paramount,"January 2026: What’s New, Gay and Streaming on Netflix, Hulu, Peacock, BET+ and Paramount+",2026,1,Brilliant Minds,2,ABC,"The central character of Brilliant Minds, played by gay actor Zachary Quinto, is a gay super-smart neurologist who takes an unconventional approach to medicine. Bravely breaking the “there can only be one” trope, queer actress Aury Krebs plays Dana Dang, a lesbian neurologist on his team and her girlfriend is played by Mishel Prada of Vida.",
january-2026-whats-new-gay-and-streaming-on-netflix-hulu-peacock-bet-and-paramount,"January 2026: What’s New, Gay and Streaming on Netflix, Hulu, Peacock, BET+ and Paramount+",2026,1,The Ms. Pat Show ,5,BET+,"Season 5 of this multi-generational sitcom about a former drug dealer turned suburban Mom (with a lesbian daughter!) promises to be the “wildest, most uproarious season yet” and Raven-Symoné will be guest starring.",
january-2026-whats-new-gay-and-streaming-on-netflix-hulu-peacock-bet-and-paramount,"January 2026: What’s New, Gay and Streaming on Netflix, Hulu, Peacock, BET+ and Paramount+",2026,1,« 9-1-1 »,9,Fox,Hen continues to quietly battle her mysterious health issues when the embattled 118 returns to your primetime schedule.,
january-2026-whats-new-gay-and-streaming-on-netflix-hulu-peacock-bet-and-paramount,"January 2026: What’s New, Gay and Streaming on Netflix, Hulu, Peacock, BET+ and Paramount+",2026,1,9-1-1: Nashville,1,Fox,"The latest new installment in the 9-1-1 universe includes a lesbian lead paramedic / in-house physician, Roxie Alba (Juani Feliz).",
january-2026-whats-new-gay-and-streaming-on-netflix-hulu-peacock-bet-and-paramount,"January 2026: What’s New, Gay and Streaming on Netflix, Hulu, Peacock, BET+ and Paramount+",2026,1,Grey’s Anatomy,22,ABC,"While fans remain feeling betrayed over the fate of Dr. Beltran (Natalie Morales), Sophia Bush has been making the rounds in Season 22, with her character and Teddy actually starting to kinda date each other. So there’s that then.",
january-2026-whats-new-gay-and-streaming-on-netflix-hulu-peacock-bet-and-paramount,"January 2026: What’s New, Gay and Streaming on Netflix, Hulu, Peacock, BET+ and Paramount+",2026,1,The Traitors,4,Peacock,"Season 3 of Traitors was a f*cking delight, and we’re all understandably a bit wary that Michael Rapaport was invited into the house for Season 4. Hopefully he won’t ruin it and they’ll get him out of the house quickly because there’s a lot to look forward to — Top Chef legend Kristen Kish, Real Housewives of Potomac‘s recently-out-as-bisexual cast member Porsha Williams (who was previously not very queer-friendly!) and Drag Race star Monét X Change will also be in the cast.",
january-2026-whats-new-gay-and-streaming-on-netflix-hulu-peacock-bet-and-paramount,"January 2026: What’s New, Gay and Streaming on Netflix, Hulu, Peacock, BET+ and Paramount+",2026,1,Tell me Lies,3,Hulu,"Unfortunately Lucy and Stephen will be reconciling for their spring semester at Baird. Our present-tense queer couple Pippa and Diana are returning for the drama, and in the past-tense timeline, Pippa’s getting back together with Wrigley and Diana’s not sure why she’s doing that.",
january-2026-whats-new-gay-and-streaming-on-netflix-hulu-peacock-bet-and-paramount,"January 2026: What’s New, Gay and Streaming on Netflix, Hulu, Peacock, BET+ and Paramount+",2026,1,Star Trek: Starfleet Academy,1,Paramount+,"Set in the 32nd century, after the cataclysmic event depicted in Star Trek: Discovery, this new entry into the Star Trek franchise follows the first new class of Starfleet cadets as they grow and change and learn. Tig Notaro plays her Discovery character Jett Reno, USS Discovery engineer",
january-2026-whats-new-gay-and-streaming-on-netflix-hulu-peacock-bet-and-paramount,"January 2026: What’s New, Gay and Streaming on Netflix, Hulu, Peacock, BET+ and Paramount+",2026,1,Bridgerton,4,Netflix,"spoiler alert for those unfamiliar with the books!) Bridgerton fans were shocked at the end of last season to discover Michael Stirling, John’s cousin who eventually grows close to Francesca in his absence, had been gender-swapped for the show, which means a sapphic storyline is afoot. There’s no sign of it in the first look at Season 4, but Masali Baduza has been confirmed as part of the season, and would they really do all that hullabaloo for nothing? I certainly hope not!",
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,Mother’s Day ,,Netflix,"Cameron Esposito plays Sarah Chalke’s wife in this Gary Marshall comedy full of hijinks and starring very famous white women such as Jennifer Aniston, Kate Hudson and Julia Roberts!",
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,Fear Street Part One: 1994,,Netflix,"Based on R.L. Stine’s best-selling horror series, the first of Netflix’s Fear Street Trilogy is set in 1994, when a group of teenagers accidentally encounter the ancient evil responsible for a series of brutal murders that have plagued their town for 300+ years. Focusing on characters whomst are outsiders, the 1994 lead girls, Deena (Kiana Madeira) and Sam (Olivia Scott Welch), are queer and girlfriends and the creators wanted to “tell a love story” that was “true to the experience of being queer in the 90s.” Due to my love of lesbians and 90s nostalgia I will be viewing this film despite my dislike of horror films!",
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,Grey’s Anatomy,17,Netflix,"Season 17 (this show will outlive us all) of Grey’s Anatomy still doesn’t live up to the height of the Calzona days, when there were lesbian and bisexual characters showing up in the halls of Grey Sloan with varying frequency, but there is still Dr. Teddy Altman Bisexual to keep us warm. And as she works through the ghosts of girlfriend past, Sherri Saum (Lena Adams-Foster) also makes a guest appearance.",
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,We The People: Animated Music Video Series,,Netflix,"Music and animation come together to teach young people about the POWER of the PEOPLE and U.S. history. Artists who contributed original songs to the series include Janelle Monáe, Brandi Carlile and Adam Lambert.",
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,Fear Street Part Two: 1978,,Netflix,"School’s out for the summer and Camp Nightwing is gearing up for a delicious summer when another Shadysider becomes possessed with the urge to kill! Non-binary actor Ryan Simpkins plays Alice, a “manic proto-punk bisexual nightmare.”",
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,Atypical,4,Netflix,"In Season 3, Casey started dating Izzie and the trailer suggests that is still going strong with some heartwarming and difficult conversations in store for their final season, which is “full of love and hope” and “dreaming big with your favorite people by your side.”",
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,Gunpowder Milkshake ,,Netflix,"If this action thriller starring Angela Bassett, Michelle Yeoh and Lena Headey, about three generations of women (wearing well-tailored suits almost exclusively) fighting to take revenge on those who took everything from them is NOT gay at all, the we are going to gather three generations of women to fight and take revenge on this film for taking everything from us. That said action-thrillers are rarely obviously queer so this might just be another Oceans 11 situation.",
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,Never Have I Ever,2,Netflix,"Devi has to pick a boyfriend and contend with a “hotter, cooler” Indian girl joining her class in Season 2 of this charming series, which featured a little coming out story for her BFF Fabiola in Season One. Fabiola is seen locking lips with a short-haired lady in this trailer, good for her",
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,This Changes Everything ,,Netflix,"This documentary takes a look at gender disparity in Hollywood. Joey Solloway is featured in the trailer.
",
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,Fear Street Part Three: 1666,,Netflix,"The origins of Sarah Fier’s curse is revealed in part Three, which hops between fictional 17th century town of Union (inspired by early New England towns). Kiana Madeira and Olivia Scott Welch return playing Deena and Sam but also Hannah Miller and the very important Sarah Fier.",
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,Charmed,3,Netflix,"Season 3 of Charmed has everything! Queer WOC girlfriends! A bisexual demon! A trans bruja! A surprise/mysterious lesbian pregnancy! And of course, the Power of Three.",
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,Walking Dead,10,Netflix,"Zombies, huh? They sure do walk a lot!!",
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,Wynonna Earp,4,Netflix,"The fourth season of this sci-fi Western is full of angels and demons and fogs and frogs and stairs. This season of Wynonna Earp very well may be its last, but it also was possibly its best, probably its sexiest, and absolutely its gayest.",
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,All-American,3,Netflix,"Coop’s flying high after the success of her summer tour but when she returns home, Tyrone’s sister is ready to bring her back down to earth. If that wasn’t enough, the friendship that’s been the heart of All American since its debut — Spencer and Coop — gets tested like never before in the show’s third season.",
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,The Flash,7,Netflix,"Since The Flash refuses to give Killer Frost the bisexual awakening she deserves, the only real queer goings-on in Season 7 is the brief reappearance of Barry and Iris’s daughter, Nora, toward the end of the season. And even though the show might not remember, I have not forgotten that they made her a canon bisexual character back in Season 5.",
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,The Feels,,Hulu,"The Feels is the story of Andi (Constance Wu) and Lu (Angela Trimbur) and all their friends heading off into the woods of California wine country for a pre-wedding co-bachelorette party, during which Lu reveals that she’s never had an orgasm! There are also a lot of straight shenanigans. Heather describes it as part of the lesbian mumblecore trend “with its boundary-less relationships, improvised dialogue, characters who remind you of your own friends, and those stifled hiccups that give way to just enough drama to make the happy ending rewarding.”",
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,Foxfire,,Hulu,"Foxfire is one of my favorite queer movies of all time! Teenage girls take revenge upon the men who violate and oppress them! This is the film set upon which Jenny Shimizu and Angelina Jolie met and dated, and then also made me gay. But it’s the ’90s so like, the gay is subtle",
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,RuPaul’s Drag Race,7,Hulu,The seventh season of this popular competition reality program will be in your homes on your TVs.,
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,The Girl With The Dragon Tattoo (2011),,Hulu,"I believe we are as a community familiar with this series, in which Rooney Mara plays traumatized tough bisexual investigator Lisbeth Salander, helping Mikael Blookvist solve the 40-year-old murder of his niece.",
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,Grandma,,Hulu,"Lily Tomlin is a pot-smoking lesbian poet put in a tough spot when her granddaughter shoes up in need of an abortion and nobody’s got the cash for it. Plus, Laverne Cox!",
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,This Way Up,2,Hulu,"The first season of This Way Up followed Aine, an Irish woman living in London, returns from a post-breakdown trip to rehab to convince everyone else in her life that she is totally okay, especially her sister, Shona. Shona is bisexual! Her lesbian co-worker Charlotte who Shona has a thing with is played by Indira Varma, who I love. Season 2 picks up where Season 1 left off, with Shona and Charlotte learning to manage a new business together while also having feelings for each other.",
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,In a World…. ,,Hulu,"Written & directed by & starring Lake Bell, In a World is about the niche world of voiceover actors and one woman who wants to get more jobs and is annoyed that men keep getting jobs! Tig Notaro is in it and she met her now-wife Stephanie Allynne on this very set!",
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,Grown-ish ,4,Freeform/Hulu,"It’s senior year, bitches! Nomi and the gang return to Cal U to turn up for one last time before they step into the real world. But the real world isn’t waiting until graduation: it drops issues of parenthood, race and allyship on Nomi’s doorstep in grown-ish‘s new season",
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,Good Trouble,3,Freeform/Hulu,"No one on Good Trouble has grown quite like Alice: she’s gone from letting her ex walk all over her to standing up for herself at the CBTV diversity working. But standing up for herself cost Alice a shot at her dream job and, possibly, her dream girl, so all that’s left to ask is: what’s next?",
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,American Horror Stories ,,FX/Hulu,Sierra McCormick and Paris Jackson are girlfriends in this new installment of the famous franchise.,
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,Batwoman,2,the CW/HBO Max,"After happening on the Batsuit in the wreckage of a fallen plane, Ryan Wilder tries it on for the first time and it doesn’t quite fit. But slowly but surely, over the course of Batwoman‘s second the suit molds to her and Ryan finds her purpose within it. Ryan Wilder is Batwoman and Gotham has the hero it needs.",
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,Nancy Drew,2,the CW/HBO Max,"The second season of Nancy Drew proved to be just as full of mystery as the first, this time with 100% more lesbian ghosts. (That is to say, one lesbian ghost.) We also get to know more about corporeal lesbian Bess and her past, and she continues to be an absolute delight to watch.",
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,Shiva Baby,,Hulu,I f*cking loved this movie about a Jewish bisexual hot mess at a very consequential shiva her ex-girlfriend is also attending and SURPRISE so is her sugar daddy and his pregnant wife!!!,
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,Gossip Girl,1,HBO Max,"The advent of pocket-size social media has undermined two of the original show’s primary threads: the mysterious Gossip Girl blogger (now in teen shows, everyone is Gossip Girl with social media) isn’t all that unusual or intriguing, and “wealth porn” is accessible to all via influencers and stars on Instagram. So this time that mystery won’t be central, and the teens will be “wrestling with privilege” in this “more diverse, more self-aware and far more lavishly produced” series. However, it “remains a show about clout-chasers and backstabbers growing up and growing apart, good sex, bad parents, and carrying the right handbag.” There are “a lot of queer characters on this show but all the clips so far have only shown boy-on-boy action, although damn if these girls aren’t wearing some homoerotic uniform deconstructions. Luna Lu is played by trans actress Zíon Moreno.",
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,White Lotus,1,HBO Max,"There are two situations in this new social satire of a limited series that follows a group of rich travelers at an exclusive Hawaiian resort, created by genius Mike White. 1. The Mossbacher family, headed up by Tami Taylor and the guy from Reality Bites, has a young daughter, Olivia (Sydney Sweeny) who has brought a friend with her on vacation, Paula (Brittany O’Grady). 2. Unstable grieving Tanya McQuoid (Jennifer Coolidge!) seems as though she is asking the spa owner Belinda (Natasha Rothwell) on an actual date after a successful massage.",
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,The Girl With The Dragon Tattoo (2011),,Amazon Prime Video,This movie is getting around this month huh!,
july-2021-whats-new-gay-and-streaming-on-netflix-hulu-hbo-max-and-amazon-prime,July 2021: What’s New and Gay To Stream,2021,7,The Pursuit of Love,1,BBC/Amazon,"Based on Nancy Mitford’s 1945 book, which fictionalized her actual life, The Pursuit of Love looks at the decadent world of “filthy-rich toffs indulging in sex, drugs and wild partying between the wars,” focusing on Linda Radlett (Lily James) and Fanny Logan (Emily Beechum). The character of Fanny is based on Nancy Mitford’s sister, Pamela, who many believe was gay or bisexual in real life. (She divorced her bisexual husband after 15 years and spent the rest of her life with her “companion” Giuditta Tommasi.) But I believe the series, while homoerotic, is not explicitly homosexual, aside from one obviously gay woman who has a few lines in one episode.",
july-2022-whats-new-and-gay-and-streaming-on-hbo-max-amazon-prime-video-netflix-hulu-disney-and-paramount,What’s New and Gay To Stream in July 2022,2022,7,Rap Sh*t,1,HBO Max,"Following two estranged best friends who reunite and deicide to form a rap group, this new show from Issa Rae is co-stars queer non-binary actor Aida Osman, who’s also the Executive Story Editor! Bisexual actress Jonica Blu Booth plays Chastity, a character who I am certain is as gay as the day is long or I will quit my job??? But officially all we know about her character is that Chastity is a “sex work manager” who calls herself “The Duke of Miami.”",
july-2022-whats-new-and-gay-and-streaming-on-hbo-max-amazon-prime-video-netflix-hulu-disney-and-paramount,What’s New and Gay To Stream in July 2022,2022,7,Harley Quinn,3,HBO Max,"Harley and Poison Ivy are finally GFFs and BFFs forever in the only animated series I have watched in full as an adult! In Season 3, Harley and Poison Ivy wrap up their ‘Eat. Bang! Kill. Tour” and return to Gotham as the new DC villany power couple. Together they aim to become the best Harlivy possible and work towards Ivy’s goal of turning Gotham into an Eden",
july-2022-whats-new-and-gay-and-streaming-on-hbo-max-amazon-prime-video-netflix-hulu-disney-and-paramount,What’s New and Gay To Stream in July 2022,2022,7,Pretty Little Liars: Original Sin,1,HBO Max,"The latest entry in the PLL franchise takes place in the blue-collar town of Milwood, where twenty years ago, a series of tragic events almost ripped the town apart. Now, a new set of Liars are being tormented by an A-ish figure to pay for their parents’ secret sins and their own. Trans actor Jordan Gonzalez plays trans character Ash, the head of the school’s LGBTQIA+ group and the love interest of main character Minnie (Maria Pyles), a queer teen who escapes her childhood trauma by engaging in virtual worlds. Lea Salonga plays Minne’s gay Mom and Kim Berrios Lin plays her other Mom!",
july-2022-whats-new-and-gay-and-streaming-on-hbo-max-amazon-prime-video-netflix-hulu-disney-and-paramount,What’s New and Gay To Stream in July 2022,2022,7,Jennifer’s Body,,Amazon Prime,"“This film explores some of my favorite themes all in one glossy, campy, self-aware package: misandry, women being extremely gay together, principled revenge, and the triumph of aught culture,” wrote Erin Sullivan in her favorable review of this vaguely queer Megan Fox / Amanda Seyfriend vehicle.",
